# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 627K of event 'cycles:ppp'
# Event count (approx.): 433495634427
#
# Overhead  Command          Shared Object                   Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ..............................  ................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __kernel_fpu_begin
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] elv_dispatch_sort
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] intel_pmu_disable_all
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] blk_flush_plug_list
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::PosixLogger::Logv
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __perf_event_task_sched_in
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] strncpy_from_user
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] discard_slab
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] set_root
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] nohz_balance_exit_idle.part.99
     0.00%  rocksdb:high0    libc-2.27.so                    [.] _IO_file_write@@GLIBC_2.2.5
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::LevelCompactionPicker::PickCompaction
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] clear_buddies
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FileIndexer::UpdateIndex
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] generic_update_time
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] account_process_tick
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTableBuilder::Rep::Rep
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_chksum.isra.17.constprop.21
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::TruncatedRangeDelMergingIter::SeekToFirst
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] apparmor_file_open
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::MakeFileName
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] sd_init_command
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] page_fault
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::BlockBasedTable::SetupForCompaction
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::SuperVersion::~SuperVersion
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __GI_____strtoull_l_internal
     0.00%  rocksdb:high0    libsnappy.so.1.1.7              [.] snappy::Sink::~Sink
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::CompressionDict::GetEmptyDict
     0.00%  rocksdb:low0     libpthread-2.27.so              [.] __pthread_once
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __ata_scsi_find_dev
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] mempolicy_slab_node
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] write@plt
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] get_futex_key
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::FragmentedRangeTombstoneList::FragmentedRangeTombstoneList
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::vector<rocksdb::ObsoleteFileInfo, std::allocator<rocksdb::ObsoleteFileInfo> >::_M_realloc_insert<rocksdb::ObsoleteFileInfo>
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] bio_associate_blkcg
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] jbd2_journal_add_journal_head
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, rocksdb::stl_wrappers::LessOfComparator, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] sched_clock
     0.00%  rocksdb:low0     libc-2.27.so                    [.] fdatasync
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] find_busiest_group
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] apparmor_file_alloc_security
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::FlushJob::WriteLevel0Table
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::MutableCFOptions::MutableCFOptions
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_mb_new_blocks
     0.00%  rocksdb:low0     libc-2.27.so                    [.] fallocate64
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] sched_getcpu@plt
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] nohz_balance_exit_idle.part.99
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __kernel_fpu_end
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] memset@plt
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] _find_next_bit
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __es_tree_search
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] __cxxabiv1::__vmi_class_type_info::__do_dyncast
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] tick_sched_timer
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] blk_queue_start_tag
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] ext4_mb_new_blocks
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionEdit::EncodeTo
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] update_process_times
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] rcu_accelerate_cbs
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __snprintf_chk
     0.00%  rocksdb:high0    [vdso]                          [.] 0x000000000000098d
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] load_balance
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] io_schedule
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::ios_base::_M_init
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] update_cfs_rq_h_load
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_generic_delete_entry
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] dput.part.26
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate@plt
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_free_inode
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] copy_page
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] std::ostream::sentry::sentry@plt
     0.00%  rocksdb:high0    libc-2.27.so                    [.] _IO_no_init
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] apic_timer_interrupt
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::PropertyBlockBuilder::Add
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] kernel_fpu_disable
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] uncharge_batch
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] free_unref_page_prepare.part.65
     0.00%  rocksdb:low0     libc-2.27.so                    [.] __vsnprintf_chk
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] ext4_invalidatepage
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] free_buffer_head
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __sg_alloc_table
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] truncate_cleanup_page
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] mpol_misplaced
     0.00%  read_bottleneck  read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::PosixEnv::SleepForMicroseconds
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] lapic_next_deadline
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] finish_task_switch
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] idle_cpu
     0.00%  rocksdb:low0     libc-2.27.so                    [.] _IO_vsnprintf
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::SuperVersion::~SuperVersion
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] common_perm
     0.00%  rocksdb:high0    libstdc++.so.6.0.25             [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJob::CompactionJob
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::(anonymous namespace)::SeekToMetaBlock
     0.00%  read_bottleneck  ld-2.27.so                      [.] do_lookup_x
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::DeleteScheduler::DeleteFile
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::IndexBlockIter::ParseNextIndexKey
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_ext_correct_indexes
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::MakeFileName
     0.00%  rocksdb:high0    libc-2.27.so                    [.] __vsnprintf_chk
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] cpu_needs_another_gp
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] cpumask_next_and
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] __mnt_drop_write_file
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::ThreadStatusUpdater::GetLocalThreadStatus
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::FileSystemPtr::operator->
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] pagevec_lookup_entries
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] rcu_check_callbacks
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] crc_20
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] clock_gettime@plt
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] _find_next_bit
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] task_numa_fault
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionBuilder::Rep::SaveTo
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionSet::LogAndApply
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::SetFinalized
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__cxx11::list<rocksdb::MemTable*, std::allocator<rocksdb::MemTable*> >::_M_assign_dispatch<std::_List_const_iterator<rocksdb::MemTable*> >
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::ComputeCompactionScore
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::CompactionJob::InstallCompactionResults
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::Arena::~Arena
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] account_entity_enqueue
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::MutableCFOptions::MutableCFOptions
     0.00%  rocksdb:high0    libpthread-2.27.so              [.] __open64
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::swap@plt
     0.00%  rocksdb:low0     read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::ComputeBottommostFilesMarkedForCompaction
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] __call_rcu.constprop.69
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] ext4_mb_regular_allocator
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] kmem_cache_alloc_node
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] __gnu_cxx::new_allocator<rocksdb::JobContext::CandidateFileInfo>::construct<rocksdb::JobContext::CandidateFileInfo, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>
     0.00%  rocksdb:low0     libstdc++.so.6.0.25             [.] 0x00000000001079d8
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] apparmor_file_alloc_security
     0.00%  rocksdb:low0     [kernel.kallsyms]               [k] __note_gp_changes
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::AddFile
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] elv_attempt_insert_merge
     0.00%  rocksdb:high0    [kernel.kallsyms]               [k] generic_make_request_checks
     0.00%  rocksdb:low0     libc-2.27.so                    [.] parse_tzname
     0.00%  read_bottleneck  [kernel.kallsyms]               [k] perf_iterate_ctx
     0.00%  rocksdb:high0    read_bottleneck_breakdown_test  [.] rocksdb::VersionStorageInfo::UpdateFilesByCompactionPri
